kd_kepsek_an;kd_sekolah;pendidikan_sederajat;jenis_sek;sts_sek;kurikulum;daerah_khusus;kd_kokab;wilayah_bagian;jenis_wilayah;status_wilayah;proporsi_pendidik_min_s1;proporsi_pendidik_sertifikasi;jumlah_peserta_didik;jumlah_pendidik;rasio_pendidik_peserta_didik;jumlah_r_kelas;ketersediaan_internet;ketersediaan_listrik;jumlah_komp_milik;jumlah_perpus;jumlah_rombel;jumlah_siswa_rombel;jumlah_siswa_penerima_PIP;rasio_siswa_penerima_PIP;SES_sekolah;APC;APK;BBS;BCP;COP;CSV;ENP;EQC;EQR;HWS;KKG;KPC;KPK;KSA;KSV;LCS;LFO;MIP;NAT;OPC;PBU;PCP;PGP;PIP;PKG;PMU;POT;PPK;PSA;PSV;PPC;RC;RKG;RPI;RSD;SBU;SCO;SKG;SMK_GRMAG;SMK_GTIN;SMK_INDS;SMK_KLAB;SMK_KOMITE;SMK_KPL;SMK_PBEL;SMK_PIM;SMK_PKL;SMK_PKUR;SMK-SARPRAS;SMK_TEFA;SSV;TOC;TOR
K5100460;5100460;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;404;Indonesia Tengah;KABUPATEN;RURAL;100,00;42,11;240;19;12,63;10;Ada;Ada;5;1;8;89;106;44,17;76,02;56,84;37,59;60,73;55,40;52,65;59,35;69,85;71,73;68,37;49,38;54,80;24,50;50,00;56,61;59,63;72,50;71,87;73,67;72,17;61,57;100,00;65,19;63,81;91,03;71,38;97,42;79,98;57,66;74,37;59,70;57,66;61,62;55,70;55,33;46,04;54,76;48,36;56,26;;;;;;;;;;;;;58,27;63,14;57,09
K5100458;5100458;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;404;Indonesia Tengah;KABUPATEN;RURAL;100,00;10,53;90;19;4,74;4;Ada;Ada;6;1;5;29;37;41,11;68,59;43,94;58,83;65,56;52,57;55,31;49,17;61,82;53,37;56,85;42,81;63,49;49,09;52,49;55,54;64,42;54,06;52,80;58,17;90,11;55,05;43,18;58,12;57,78;63,79;41,43;54,59;67,58;49,71;47,08;52,13;49,71;57,88;55,94;62,23;51,96;55,03;58,01;48,94;;;;;;;;;;;;;47,90;40,18;69,30
K5100459;5100459;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;091;Indonesia Tengah;KABUPATEN;URBAN;100,00;50,00;1265;50;25,30;31;Ada;Ada;6;2;36;418;478;37,79;81,96;52,28;87,23;54,72;55,40;63,87;59,35;69,85;96,06;75,91;49,38;71,73;51,81;68,18;70,04;85,53;65,16;50,56;100,00;72,17;52,50;100,00;87,49;75,96;91,03;71,38;88,00;74,34;62,88;85,56;65,39;62,88;57,17;93,97;76,72;43,93;68,03;64,07;85,70;;;;;;;;;;;;;91,78;100,00;83,12
K5100465;5100465;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;091;Indonesia Tengah;KABUPATEN;RURAL;100,00;22,22;174;9;19,33;6;Ada;Ada;2;1;6;72;113;64,94;62,56;43,84;87,23;71,14;80,65;74,66;59,35;66,64;82,02;100,00;78,39;85,18;59,62;68,18;56,61;85,53;84,14;52,99;100,00;72,17;61,57;100,00;87,49;95,19;91,03;53,93;88,00;66,04;68,77;93,27;71,03;68,77;76,85;41,29;68,42;58,17;68,03;58,21;85,70;;;;;;;;;;;;;58,27;100,00;57,09
K6100063;6100063;SMA/SMK/MA;MA;S;;Tidak;049;Indonesia Tengah;KABUPATEN;URBAN;;;;;;;;;;;;;;;63,24;58,97;;48,18;32,39;57,28;50,13;56,56;45,58;47,23;49,38;61,76;;;56,61;52,19;54,53;43,93;57,16;72,17;55,25;64,54;65,19;50,61;43,42;25,31;62,40;50,64;;54,57;38,99;;54,85;50,24;45,85;;54,76;48,36;50,47;;;;;;;;;;;;;52,20;27,17;81,42
K5100107;5100107;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;049;Indonesia Tengah;KABUPATEN;RURAL;100,00;8,33;334;24;13,92;7;Ada;Ada;9;2;11;126;143;42,81;62,05;52,28;87,23;62,23;55,40;79,45;54,61;66,64;82,02;75,91;78,39;71,73;51,81;68,18;83,90;75,03;84,14;71,87;89,08;72,17;85,02;85,70;87,49;95,19;91,03;71,38;100,00;100,00;62,88;100,00;59,70;62,88;76,85;61,48;86,13;48,24;76,22;100,00;85,70;;;;;;;;;;;;;62,33;63,14;66,16
K5100110;5100110;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;279;Indonesia Tengah;KABUPATEN;RURAL;100,00;33,33;297;24;12,38;13;Ada;Ada;2;1;10;102;135;45,45;56,14;73,91;63,37;84,76;52,57;97,00;48,90;99,20;68,65;92,20;100,00;90,21;62,43;72,40;99,04;85,53;76,88;96,54;97,54;100,00;86,44;94,19;89,28;87,53;77,12;89,98;81,56;93,41;59,82;96,29;81,91;59,82;100,00;88,11;100,00;61,28;92,16;100,00;73,87;;;;;;;;;;;;;66,83;58,74;76,48
K5100103;5100103;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;116;Indonesia Tengah;KABUPATEN;RURAL;100,00;47,37;230;19;12,11;8;Ada;Ada;3;1;10;82;146;63,48;59,34;13,29;38,66;51,61;52,57;58,82;44,69;45,85;53,37;48,35;42,81;50,69;22,05;52,49;55,54;53,52;46,48;52,80;58,17;78,37;49,75;53,38;53,61;53,06;42,50;46,80;45,01;49,27;1,33;43,00;42,37;1,33;47,02;43,57;62,23;;55,03;58,01;59,57;;;;;;;;;;;;;47,90;30,85;45,69
K6100062;6100062;SMA/SMK/MA;MA;S;;Tidak;116;Indonesia Tengah;KABUPATEN;RURAL;;;;;;;;;;;;;;;67,54;47,72;52,86;45,06;41,94;58,82;40,56;50,76;45,19;41,33;55,20;28,09;49,09;46,97;46,06;53,52;50,00;56,07;68,42;69,02;65,24;67,97;58,12;63,00;63,79;41,43;76,09;46,11;49,71;56,08;52,13;49,71;54,94;47,23;62,23;47,24;49,96;48,05;59,57;;;;;;;;;;;;;61,35;33,18;47,76
K5100108;5100108;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;312;Indonesia Tengah;KABUPATEN;URBAN;100,00;54,84;518;31;16,71;17;Ada;Ada;2;1;17;189;88;16,99;75,02;43,94;58,83;63,95;41,94;51,80;43,55;50,76;49,23;46,27;42,81;63,49;49,09;52,49;55,54;46,28;54,06;49,72;58,17;58,04;61,37;65,21;49,49;57,78;48,87;46,80;64,41;46,11;54,60;51,39;24,09;54,60;57,88;47,23;49,53;47,24;36,24;63,86;59,57;;;;;;;;;;;;;47,90;28,79;59,07
K5100105;5100105;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;295;Indonesia Tengah;KABUPATEN;RURAL;100,00;45,45;412;33;12,48;14;Ada;Ada;5;1;14;145;112;27,18;81,40;52,28;51,67;54,72;48,26;57,28;50,13;50,58;53,94;55,03;41,31;71,73;59,62;62,23;56,61;44,85;45,31;50,56;57,16;72,17;55,25;60,53;43,82;50,61;43,42;53,93;47,75;46,11;62,88;79,74;53,88;62,88;57,17;50,24;52,04;53,06;45,15;53,18;69,62;;;;;;;;;;;;;52,20;32,02;62,48
K5100111;5100111;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;180;Indonesia Tengah;KABUPATEN;RURAL;100,00;28,57;208;14;14,86;8;Ada;Ada;6;1;7;89;51;24,52;73,29;33,37;47,73;38,52;61,46;45,21;75,42;48,26;53,37;92,20;78,64;75,85;43,38;46,97;46,06;46,28;46,48;43,83;81,03;100,00;47,30;63,68;58,12;100,00;42,50;53,41;54,59;49,27;33,06;61,22;52,13;33,06;61,09;79,40;49,53;;49,96;71,46;88,68;;;;;;;;;;;;;57,39;58,74;59,07
K5100106;5100106;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;180;Indonesia Tengah;KABUPATEN;URBAN;100,00;33,33;657;39;16,85;20;Ada;Ada;5;1;21;221;144;21,92;65,44;43,84;87,23;41,52;55,40;54,02;54,61;63,16;53,94;48,09;78,39;71,73;51,81;56,71;46,48;32,72;68,67;57,85;70,19;72,17;58,21;60,53;47,86;50,61;43,42;47,21;52,50;55,09;57,66;63,49;53,44;57,66;46,84;50,24;55,33;48,24;45,15;34,70;69,62;;;;;;;;;;;;;62,33;29,42;52,51
K6100064;6100064;SMA/SMK/MA;MA;S;;Tidak;180;Indonesia Tengah;KABUPATEN;RURAL;;;;;;;;;;;;;;;62,90;39,77;47,37;67,17;38,29;51,80;43,90;48,35;;70,36;39,40;75,39;32,58;34,09;76,33;83,79;36,56;43,83;58,00;74,89;47,50;61,01;67,60;50,45;73,60;52,38;88,24;58,60;40,85;61,97;82,17;40,85;54,68;59,93;55,80;46,04;43,37;42,92;88,60;;;;;;;;;;;;;83,27;49,15;58,17
K5100104;5100104;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;273;Indonesia Tengah;KABUPATEN;RURAL;100,00;0,00;37;13;2,85;3;Tidak ada;Ada;0;1;3;10;13;35,14;40,62;52,28;57,64;45,06;38,29;85,96;64,27;77,52;75,96;92,20;100,00;90,21;49,64;47,19;69,83;75,13;76,88;77,57;97,54;100,00;56,37;56,63;66,98;66,99;77,12;62,09;81,56;69,29;59,82;96,29;52,38;59,82;67,85;72,72;75,39;50,25;92,16;83,57;88,34;;;;;;;;;;;;;72,85;47,09;56,46
K6100060;6100060;SMA/SMK/MA;MA;S;;Tidak;273;Indonesia Tengah;KABUPATEN;RURAL;;;;;;;;;;;;;;;71,85;34,14;39,74;38,52;46,35;70,03;54,08;45,85;45,19;71,40;78,64;92,59;31,76;52,49;80,60;95,82;54,06;46,64;68,42;100,00;55,05;50,05;79,10;100,00;48,87;53,41;54,59;46,11;54,60;61,22;52,13;54,60;61,09;66,78;38,01;38,62;45,86;83,37;88,68;;;;;;;;;;;;;75,98;40,18;50,27
K5100109;5100109;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;306;Indonesia Tengah;KABUPATEN;RURAL;100,00;30,00;253;20;12,65;9;Tidak ada;Ada;3;1;9;76;62;24,51;65,13;43,84;42,48;45,06;27,82;59,93;44,69;47,90;68,65;48,35;38,57;64,32;49,64;47,19;46,48;59,94;54,30;72,99;56,99;100,00;77,57;67,97;71,95;54,69;62,70;41,43;81,56;74,34;55,68;65,22;52,38;55,68;52,18;43,57;69,83;50,25;51,91;53,18;59,91;;;;;;;;;;;;;62,04;36,05;65,80
K5100221;5100221;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;456;Indonesia Tengah;KOTA;URBAN;71,43;0,00;63;7;9,00;6;Ada;Ada;3;1;4;19;20;31,75;79,73;52,28;;45,06;72,92;97,00;53,47;71,54;62,79;71,40;100,00;90,21;49,64;72,40;99,04;100,00;72,19;58,60;97,54;90,22;86,44;94,19;89,28;87,53;100,00;89,98;92,75;74,34;;96,29;81,91;;54,32;88,11;75,39;;92,16;71,77;59,91;;;;;;;;;;;;;86,59;47,09;51,89
K6100114;6100114;SMA/SMK/MA;MA;N;;Tidak;349;Indonesia Tengah;KOTA;URBAN;;;;;;;;;;;;;;;79,49;43,94;72,55;51,61;61,46;66,10;28,80;68,78;75,96;92,20;78,64;75,85;49,09;52,49;67,27;53,52;100,00;43,83;88,15;100,00;52,29;73,40;67,75;80,44;97,99;53,41;98,07;63,22;59,90;73,01;62,95;59,90;52,18;100,00;49,53;47,24;74,80;43,22;88,68;;;;;;;;;;;;;70,06;40,18;59,07
K5100215;5100215;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;235;Indonesia Tengah;KABUPATEN;RURAL;100,00;35,14;452;37;12,22;16;Ada;Ada;7;1;14;144;184;40,71;66,09;61,88;59,19;62,23;48,26;74,66;50,13;79,13;96,06;86,31;78,39;100,00;51,81;56,71;56,61;99,90;94,69;80,47;82,13;72,17;58,21;69,30;52,21;83,94;91,03;53,93;62,40;69,80;42,34;74,37;65,39;42,34;63,49;73,94;68,42;48,24;68,03;100,00;100,00;;;;;;;;;;;;;67,47;100,00;59,61
K5100218;5100218;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;476;Indonesia Tengah;KABUPATEN;RURAL;100,00;55,32;713;47;15,17;21;Ada;Ada;4;1;22;253;251;35,20;77,11;47,72;43,56;53,54;27,82;62,41;28,80;61,82;57,79;56,85;55,20;75,85;64,88;34,96;55,54;53,52;81,64;86,54;61,47;90,11;69,93;67,97;49,49;57,78;83,65;41,43;98,07;87,43;;87,82;62,95;;49,51;61,16;83,86;46,04;42,39;30,39;59,57;;;;;;;;;;;;;61,35;40,18;59,07
K5100223;5100223;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;476;Indonesia Tengah;KABUPATEN;RURAL;100,00;0,00;56;1;56,00;3;Ada;Ada;0;1;3;20;22;39,29;80,71;43,84;46,78;51,61;46,35;52,48;48,90;47,90;49,23;48,35;38,57;45,84;49,64;58,44;46,48;45,87;54,30;48,88;51,06;78,59;56,37;94,19;71,95;54,69;62,70;36,88;92,75;69,29;55,68;65,22;52,38;55,68;48,00;43,57;56,58;45,54;51,91;53,18;39,06;;;;;;;;;;;;;49,76;33,18;59,87
K6100121;6100121;SMA/SMK/MA;MA;S;;Tidak;106;Indonesia Tengah;KABUPATEN;RURAL;;;;;;;;;;;;;;;72,25;43,84;70,64;62,23;42,11;57,28;64,62;54,77;49,71;61,70;78,39;71,73;59,62;62,23;70,04;67,07;65,16;50,56;77,48;72,17;65,44;60,53;77,16;69,85;43,42;61,88;79,15;46,11;62,88;79,74;65,39;62,88;57,17;50,24;53,06;58,17;54,76;53,18;50,47;;;;;;;;;;;;;32,24;46,28;57,09
K6100120;6100120;SMA/SMK/MA;MA;S;;Tidak;188;Indonesia Tengah;KABUPATEN;RURAL;;;;;;;;;;;;;;;62,44;47,72;32,22;65,56;43,69;62,41;44,69;53,35;41,25;41,33;78,64;75,85;43,38;46,97;67,27;53,52;43,59;52,80;58,17;;58,00;46,71;53,61;68,62;42,50;36,88;59,50;46,11;64,79;43,00;42,37;64,79;50,40;47,23;44,75;;55,03;63,86;59,57;;;;;;;;;;;;;57,39;28,79;50,27
K5100216;5100216;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;433;Indonesia Tengah;KABUPATEN;RURAL;100,00;38,30;602;47;12,81;27;Ada;Ada;5;1;19;151;165;27,41;82,59;57,71;87,23;71,14;53,74;79,45;50,13;87,42;96,06;100,00;99,17;100,00;59,62;56,71;100,00;99,90;84,14;71,87;89,08;72,17;98,47;100,00;87,49;95,19;91,03;83,99;100,00;88,20;64,79;93,27;83,04;64,79;71,50;93,97;86,13;;76,22;100,00;57,28;;;;;;;;;;;;;74,61;100,00;66,16
K6100119;6100119;SMA/SMK/MA;MA;S;;Tidak;433;Indonesia Tengah;KABUPATEN;RURAL;;;;;;;;;;;;;;;68,84;56,94;31,62;51,61;52,57;48,63;44,69;53,61;49,23;48,35;46,63;51,05;44,46;47,19;83,16;28,95;61,56;48,88;70,79;90,22;62,90;60,06;49,65;60,88;55,49;36,88;73,67;49,79;39,93;71,57;47,18;39,93;71,42;61,16;63,56;34,00;51,20;64,07;34,64;;;;;;;;;;;;;57,93;28,79;56,46
K5100220;5100220;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;077;Indonesia Tengah;KABUPATEN;URBAN;100,00;38,18;890;55;16,18;53;Ada;Ada;4;2;27;304;199;22,36;74,57;51,89;82,22;65,56;41,94;55,31;44,69;53,35;53,37;56,85;55,20;63,49;64,88;52,49;46,06;46,28;76,17;59,25;76,12;90,11;75,94;59,96;53,61;68,62;72,17;53,41;69,73;67,58;59,90;61,22;52,13;59,90;57,88;43,57;44,75;51,96;55,03;58,01;59,57;;;;;;;;;;;;;57,39;40,18;59,07
K6100122;6100122;SMA/SMK/MA;MA;S;;Tidak;077;Indonesia Tengah;KABUPATEN;RURAL;;;;;;;;;;;;;;;62,35;52,28;35,08;45,06;34,97;75,34;44,16;42,11;45,19;46,27;46,63;51,05;61,89;58,44;56,93;53,82;48,83;48,88;63,67;56,96;62,90;46,71;49,65;60,88;48,37;38,02;57,41;45,25;;58,80;33,98;;52,18;52,12;43,34;89,87;38,47;58,21;59,91;;;;;;;;;;;;;45,94;28,79;51,89
K5100214;5100214;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;222;Indonesia Tengah;KABUPATEN;RURAL;100,00;39,13;937;46;20,37;27;Ada;Ada;3;1;27;339;277;29,56;72,62;52,28;87,23;54,72;80,65;74,66;40,91;63,87;96,06;100,00;99,17;61,76;59,62;75,32;83,90;59,63;77,19;88,04;89,08;72,17;98,47;100,00;87,49;95,19;91,03;53,93;100,00;100,00;68,77;100,00;76,78;68,77;84,68;73,94;76,72;58,17;86,73;58,21;69,62;;;;;;;;;;;;;91,78;63,14;59,61
K5100224;5100224;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;222;Indonesia Tengah;KABUPATEN;URBAN;100,00;0,00;128;9;14,22;7;Ada;Ada;2;1;5;58;25;19,53;81,15;47,72;62,05;45,06;52,57;62,41;44,69;48,26;53,37;41,33;42,81;50,69;49,09;58,98;46,06;40,67;54,06;46,64;58,17;100,00;55,05;59,96;46,00;57,78;56,16;36,88;64,41;55,86;;61,22;46,75;;52,18;43,57;62,23;48,14;49,96;58,01;59,57;;;;;;;;;;;;;47,90;36,05;59,07
K5100222;5100222;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;346;Indonesia Tengah;KABUPATEN;RURAL;100,00;50,00;197;6;32,83;8;Ada;Ada;5;0;7;63;85;43,15;61,63;47,91;51,91;65,56;38,29;52,48;32,66;50,67;49,23;56,85;31,26;35,59;49,64;47,19;39,77;39,55;61,56;56,17;53,85;56,96;62,90;56,63;58,35;60,88;77,12;46,80;67,79;62,10;59,82;71,57;63,77;59,82;52,18;40,15;69,83;45,54;41,94;34,70;34,64;;;;;;;;;;;;;57,93;33,18;54,04
K5100219;5100219;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;346;Indonesia Tengah;KABUPATEN;URBAN;100,00;63,04;562;46;12,22;23;Ada;Ada;3;1;18;217;188;33,45;81,14;52,28;70,64;47,96;64,37;57,28;59,35;52,63;64,52;67,24;99,17;51,33;59,62;68,18;69,83;67,07;61,80;50,56;66,98;72,17;58,21;60,53;60,84;69,85;91,03;36,98;67,39;60,05;68,77;62,43;71,03;68,77;67,23;61,48;55,33;58,17;49,51;64,07;57,28;;;;;;;;;;;;;58,27;46,28;72,26
K5100217;5100217;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;473;Indonesia Tengah;KABUPATEN;RURAL;100,00;23,08;290;26;11,15;11;Ada;Ada;4;0;10;92;176;60,69;73,53;47,91;59,19;34,98;55,40;67,21;36,00;66,64;49,71;75,91;78,39;71,73;51,81;56,71;56,61;75,03;77,19;65,70;70,19;72,17;76,04;60,53;65,19;69,85;62,87;61,88;67,39;41,06;62,88;93,27;65,39;62,88;71,50;50,24;55,33;48,24;61,00;83,57;57,28;;;;;;;;;;;;;58,27;46,28;52,51
K5100213;5100213;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;217;Indonesia Tengah;KABUPATEN;RURAL;100,00;0,00;270;16;16,88;9;Ada;Ada;6;2;9;86;120;44,44;59,97;65,86;47,73;45,06;52,57;79,97;36,61;73,24;62,79;92,20;78,64;92,59;55,99;52,49;67,27;46,28;100,00;69,53;99,24;100,00;98,57;81,60;72,96;88,59;97,99;62,09;98,07;78,79;65,78;98,86;79,91;65,78;73,20;61,16;68,81;62,69;74,80;63,86;88,68;;;;;;;;;;;;;83,27;47,09;69,30
K5100453;5100453;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;307;Indonesia Tengah;KOTA;RURAL;94,44;51,85;690;54;12,78;18;Ada;Ada;2;1;21;226;369;53,48;72,93;61,01;97,02;54,40;34,80;58,82;49,17;65,12;68,17;47,40;42,81;57,18;55,99;34,96;45,10;64,42;81,64;49,07;88,15;100,00;61,37;63,68;53,54;62,51;56,16;43,91;67,79;61,85;53,60;82,23;52,69;53,60;55,83;57,65;73,67;57,17;56,63;63,04;74,30;;;;;;;;;;;;;75,98;38,92;52,06
K5100445;5100445;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;253;Indonesia Tengah;KOTA;RURAL;100,00;51,28;427;39;10,95;19;Ada;Ada;3;1;13;132;250;58,55;74,46;83,22;87,23;54,72;55,40;97,77;50,13;59,05;71,73;86,31;78,39;85,18;51,81;68,18;83,90;99,90;94,69;55,42;89,08;72,17;70,13;85,70;77,16;95,19;91,03;83,99;100,00;100,00;68,77;100,00;76,78;68,77;84,68;82,41;52,04;58,17;61,00;83,57;69,62;;;;;;;;;;;;;91,78;63,14;62,48
K5100442;5100442;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;253;Indonesia Tengah;KOTA;URBAN;97,85;70,97;1345;93;14,46;41;Ada;Ada;20;1;38;464;299;22,23;81,00;67,41;87,23;82,94;80,65;63,87;59,35;61,37;96,06;68,37;99,17;61,76;59,62;68,18;100,00;75,03;94,69;68,60;100,00;72,17;85,02;100,00;87,49;95,19;91,03;83,99;100,00;88,20;68,77;100,00;83,04;68,77;76,85;93,97;68,42;69,61;100,00;64,07;57,28;;;;;;;;;;;;;52,20;100,00;42,28
K5100439;5100439;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;112;Indonesia Tengah;KABUPATEN;URBAN;100,00;60,32;1025;63;16,27;33;Ada;Ada;12;1;29;353;297;28,98;79,19;43,84;59,19;62,23;80,65;70,72;50,13;66,64;71,73;86,31;99,17;61,76;59,62;56,71;100,00;59,63;94,69;46,07;100,00;72,17;70,13;64,54;77,16;69,85;91,03;71,38;67,39;50,64;57,66;74,37;65,39;57,66;63,49;61,48;55,33;58,17;54,76;58,21;57,28;;;;;;;;;;;;;62,33;100,00;66,16
K5100452;5100452;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;112;Indonesia Tengah;KABUPATEN;RURAL;100,00;36,11;383;36;10,64;15;Ada;Ada;4;2;14;152;173;45,17;69,25;43,84;87,23;45,60;80,65;79,45;40,91;61,37;82,02;63,34;99,17;100,00;53,90;66,02;83,90;85,53;94,69;60,37;100,00;72,17;70,13;100,00;87,49;95,19;91,03;83,99;100,00;100,00;78,13;100,00;83,04;78,13;96,62;93,97;86,13;51,66;100,00;64,07;57,28;;;;;;;;;;;;;74,61;100,00;83,12
K6100186;6100186;SMA/SMK/MA;MA;S;;Tidak;488;Indonesia Tengah;KABUPATEN;RURAL;;;;;;;;;;;;;;;79,62;51,89;58,83;58,37;44,27;66,10;40,56;78,95;53,37;64,30;78,64;50,69;37,75;52,49;55,54;46,28;76,17;69,53;76,12;78,37;65,24;73,40;67,75;74,25;72,17;74,17;98,07;99,49;49,71;66,96;57,95;49,71;61,09;51,30;62,23;47,24;67,50;58,01;88,68;;;;;;;;;;;;;65,22;58,74;59,07
K5100456;5100456;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;488;Indonesia Tengah;KABUPATEN;RURAL;100,00;33,33;43;6;7,17;8;Ada;Ada;2;2;4;5;12;27,91;84,04;47,91;51,67;62,23;48,26;70,72;50,13;59,05;53,94;61,70;78,39;61,76;51,81;56,71;56,61;67,07;68,67;65,70;66,98;72,17;70,13;85,70;70,16;75,96;91,03;41,63;79,15;62,87;68,77;85,56;65,39;68,77;57,17;55,70;60,58;53,06;61,00;53,18;57,28;;;;;;;;;;;;;62,33;46,28;59,61
K5100443;5100443;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;017;Indonesia Tengah;KABUPATEN;RURAL;100,00;12,73;231;55;4,20;13;Tidak ada;Ada;2;1;9;78;130;56,28;70,92;56,35;58,83;58,37;61,46;58,82;54,08;73,24;53,37;64,30;42,81;63,49;49,09;46,97;55,54;53,52;100,00;69,53;76,12;90,11;75,94;59,96;62,86;63,00;63,79;46,80;59,50;59,37;49,71;66,96;57,95;49,71;57,88;55,94;41,14;47,24;36,24;63,86;88,68;;;;;;;;;;;;;61,35;58,74;69,30
K5100444;5100444;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;017;Indonesia Tengah;KABUPATEN;RURAL;100,00;8,70;132;23;5,74;6;Ada;Ada;3;1;6;43;69;52,27;67,79;56,94;87,23;54,72;80,65;86,64;36,00;50,58;58,75;48,09;78,39;100,00;82,67;68,18;40,30;44,85;94,69;88,04;89,08;52,61;55,25;57,10;87,49;95,19;91,03;100,00;72,87;57,49;68,77;93,27;59,70;68,77;76,85;82,41;86,13;39,92;100,00;64,07;50,47;;;;;;;;;;;;;74,61;32,02;52,51
K5100449;5100449;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;511;Indonesia Tengah;KABUPATEN;URBAN;100,00;49,09;682;55;12,40;24;Ada;Ada;5;1;20;215;90;13,20;65,10;56,94;100,00;65,56;61,46;70,29;44,69;77,52;100,00;92,20;82,71;90,21;55,63;49,03;83,16;75,13;83,91;69,44;97,54;100,00;66,87;81,60;89,28;87,53;87,01;74,17;92,75;74,34;68,60;85,71;63,77;68,60;67,85;100,00;89,11;61,28;71,33;83,57;88,34;;;;;;;;;;;;;62,04;58,74;76,48
K5100441;5100441;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;511;Indonesia Tengah;KABUPATEN;RURAL;100,00;48,39;491;31;15,84;17;Ada;Ada;1;1;16;155;192;39,10;70,36;56,35;65,39;45,06;61,46;88,10;59,70;73,24;75,96;92,20;78,64;75,85;77,86;78,90;46,06;46,28;89,22;65,89;99,24;100,00;65,24;94,19;62,86;80,44;97,99;89,98;69,73;63,22;72,66;98,86;79,91;72,66;73,20;100,00;68,81;62,69;55,03;63,86;88,68;;;;;;;;;;;;;36,20;47,09;50,27
K6100187;6100187;SMA/SMK/MA;MA;S;;Tidak;511;Indonesia Tengah;KABUPATEN;RURAL;;;;;;;;;;;;;;;70,93;43,84;45,94;41,52;42,11;54,02;59,35;52,63;53,94;75,91;41,31;71,73;45,46;34,31;100,00;59,63;45,31;43,93;50,97;52,61;52,50;30,70;60,84;63,81;70,33;47,21;52,50;30,62;47,64;31,44;23,15;47,64;51,74;50,24;47,73;48,24;41,41;43,63;85,70;;;;;;;;;;;;;82,83;39,37;83,12
K5100440;5100440;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;323;Indonesia Tengah;KABUPATEN;RURAL;100,00;66,67;384;36;10,67;18;Tidak ada;Ada;3;2;13;120;82;21,35;68,49;61,01;65,39;51,61;46,35;70,03;87,80;65,03;100,00;92,20;78,64;92,59;94,19;94,91;96,70;79,31;89,22;98,69;99,24;100,00;85,02;73,40;72,96;100,00;97,99;89,98;85,43;72,63;59,90;98,86;79,91;59,90;98,75;100,00;94,98;51,96;97,15;99,79;88,68;;;;;;;;;;;;;83,27;58,74;50,27
K5100446;5100446;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;323;Indonesia Tengah;KABUPATEN;URBAN;100,00;33,33;446;36;12,39;19;Ada;Ada;6;1;16;164;152;34,08;63,51;61,01;82,22;73,71;46,35;70,03;75,42;68,78;75,96;80,16;78,64;92,59;55,99;58,98;46,06;64,42;100,00;62,52;88,15;100,00;98,57;94,19;87,96;100,00;97,99;89,98;98,07;63,22;49,71;87,82;79,91;49,71;73,20;100,00;94,98;57,17;97,15;58,01;88,68;;;;;;;;;;;;;70,06;58,74;69,30
